Sourced from https://pomax.github.io/bezierinfo/legendre-gauss.html
6	0.0811366245084650	-0.2486677927913657
7	0.0811366245084650	0.2486677927913657
8	0.0791088618375294	-0.3288374298837070
9	0.0791088618375294	0.3288374298837070
10	0.0765262075705292	-0.4067005093183261
11	0.0765262075705292	0.4067005093183261
12	0.0734067772484882	-0.4817108778032055
13	0.0734067772484882	0.4817108778032055
14	0.0697724515557003	-0.5533423918615817
15	0.0697724515557003	0.5533423918615817
16	0.0656487228727513	-0.6210926084089244
17	0.0656487228727513	0.6210926084089244
18	0.0610645165232260	-0.6844863091309593
19	0.0610645165232260	0.6844863091309593
20	0.0560519879982749	-0.7430788339819653
21	0.0560519879982749	0.7430788339819653
22	0.0506462976548246	-0.7964592005099023
23	0.0506462976548246	0.7964592005099023
24	0.0448853646624372	-0.8442529873405560
25	0.0448853646624372	0.8442529873405560
26	0.0388096025019345	-0.8861249621554861
27	0.0388096025019345	0.8861249621554861
28	0.0324616398475215	-0.9217814374124638
29	0.0324616398475215	0.9217814374124638
30	0.0258860369905589	-0.9509723432620948
31	0.0258860369905589	0.9509723432620948
32	0.0191290444890840	-0.9734930300564858
33	0.0191290444890840	0.9734930300564858
34	0.0122387801003076	-0.9891859632143192
35	0.0122387801003076	0.9891859632143192
36	0.0052730572794979	-0.9979445824779136
37	0.0052730572794979	0.9979445824779136
n = 38
1	0.0815250292803858	-0.0407851479045782
2	0.0815250292803858	0.0407851479045782
3	0.0809824937705971	-0.1220840253378674
4	0.0809824937705971	0.1220840253378674
5	0.0799010332435278	-0.2025704538921167
6	0.0799010332435278	0.2025704538921167
7	0.0782878446582110	-0.2817088097901653
8	0.0782878446582110	0.2817088097901653
9	0.0761536635484464	-0.3589724404794350
10	0.0761536635484464	0.3589724404794350
11	0.0735126925847435	-0.4338471694323765
12	0.0735126925847435	0.4338471694323765
13	0.0703825070668990	-0.5058347179279311
14	0.0703825070668990	0.5058347179279311
15	0.0667839379791404	-0.5744560210478071
16	0.0667839379791404	0.5744560210478071
17	0.0627409333921331	-0.6392544158296817
18	0.0627409333921331	0.6392544158296817
19	0.0582803991469972	-0.6997986803791844
20	0.0582803991469972	0.6997986803791844
21	0.0534320199103323	-0.7556859037539707
22	0.0534320199103323	0.7556859037539707
23	0.0482280618607587	-0.8065441676053168
24	0.0482280618607587	0.8065441676053168
25	0.0427031585046744	-0.8520350219323621
26	0.0427031585046744	0.8520350219323621
27	0.0368940815940247	-0.8918557390046322
28	0.0368940815940247	0.8918557390046322
29	0.0308395005451751	-0.9257413320485844
30	0.0308395005451751	0.9257413320485844
31	0.0245797397382324	-0.9534663309335296
32	0.0245797397382324	0.9534663309335296
33	0.0181565777096132	-0.9748463285901535
34	0.0181565777096132	0.9748463285901535
35	0.0116134447164687	-0.9897394542663855
36	0.0116134447164687	0.9897394542663855
37	0.0050028807496393	-0.9980499305356876
38	0.0050028807496393	0.9980499305356876
n = 39
1	0.0795276221394429	0.0000000000000000
2	0.0792762225683685	-0.0794438046087555
3	0.0792762225683685	0.0794438046087555
4	0.0785236132873712	-0.1583853399978378
5	0.0785236132873712	0.1583853399978378
6	0.0772745525446820	-0.2363255124618358
7	0.0772745525446820	0.2363255124618358
8	0.0755369373228361	-0.3127715592481859
9	0.0755369373228361	0.3127715592481859
10	0.0733217534142686	-0.3872401639715615
11	0.0733217534142686	0.3872401639715615
12	0.0706430059706088	-0.4592605123091361
13	0.0706430059706088	0.4592605123091361
14	0.0675176309662313	-0.5283772686604374
15	0.0675176309662313	0.5283772686604374
16	0.0639653881386824	-0.5941534549572780
17	0.0639653881386824	0.5941534549572780
18	0.0600087360885962	-0.6561732134320110
19	0.0600087360885962	0.6561732134320110
20	0.0556726903409163	-0.7140444358945347
21	0.0556726903409163	0.7140444358945347
22	0.0509846652921294	-0.7674012429310635
23	0.0509846652921294	0.7674012429310635
24	0.0459743011089166	-0.8159062974301431
25	0.0459743011089166	0.8159062974301431
26	0.0406732768479338	-0.8592529379999062
27	0.0406732768479338	0.8592529379999062
28	0.0351151114981313	-0.8971671192929929
29	0.0351151114981313	0.8971671192929929
30	0.0293349559839034	-0.9294091484867383
31	0.0293349559839034	0.9294091484867383
32	0.0233693848321782	-0.9557752123246522
33	0.0233693848321782	0.9557752123246522
34	0.0172562290937249	-0.9760987093334711
35	0.0172562290937249	0.9760987093334711
36	0.0110347889391646	-0.9902515368546860
37	0.0110347889391646	0.9902515368546860
38	0.0047529446916351	-0.9981473830664329
39	0.0047529446916351	0.9981473830664329
n = 40
1	0.0775059479784248	-0.0387724175060508
2	0.0775059479784248	0.0387724175060508
3	0.0770398181642480	-0.1160840706752552
4	0.0770398181642480	0.1160840706752552
5	0.0761103619006262	-0.1926975807013711
6	0.0761103619006262	0.1926975807013711
7	0.0747231690579683	-0.2681521850072537
8	0.0747231690579683	0.2681521850072537
9	0.0728865823958041	-0.3419940908257585
10	0.0728865823958041	0.3419940908257585
11	0.0706116473912868	-0.4137792043716050
12	0.0706116473912868	0.4137792043716050
13	0.0679120458152339	-0.4830758016861787
14	0.0679120458152339	0.4830758016861787
15	0.0648040134566010	-0.5494671250951282
16	0.0648040134566010	0.5494671250951282
17	0.0613062424929289	-0.6125538896679802
18	0.0613062424929289	0.6125538896679802
19	0.0574397690993916	-0.6719566846141796
20	0.0574397690993916	0.6719566846141796
21	0.0532278469839368	-0.7273182551899271
22	0.0532278469839368	0.7273182551899271
23	0.0486958076350722	-0.7783056514265194
24	0.0486958076350722	0.7783056514265194
25	0.0438709081856733	-0.8246122308333117
26	0.0438709081856733	0.8246122308333117
27	0.0387821679744720	-0.8659595032122595
28	0.0387821679744720	0.8659595032122595
29	0.0334601952825478	-0.9020988069688743
30	0.0334601952825478	0.9020988069688743
31	0.0279370069800234	-0.9328128082786765
32	0.0279370069800234	0.9328128082786765
33	0.0222458491941670	-0.9579168192137917
34	0.0222458491941670	0.9579168192137917
35	0.0164210583819079	-0.9772599499837743
36	0.0164210583819079	0.9772599499837743
37	0.0104982845311528	-0.9907262386994570
38	0.0104982845311528	0.9907262386994570
39	0.0045212770985332	-0.9982377097105593
40	0.0045212770985332	0.9982377097105593
n = 41
1	0.0756955356472984	0.0000000000000000
2	0.0754787470927158	-0.0756232589891630
3	0.0754787470927158	0.0756232589891630
4	0.0748296231762215	-0.1508133548639922
5	0.0748296231762215	0.1508133548639922
6	0.0737518820272235	-0.2251396056334228
7	0.0737518820272235	0.2251396056334228
8	0.0722516968610231	-0.2981762773418249
9	0.0722516968610231	0.2981762773418249
10	0.0703376606208175	-0.3695050226404815
11	0.0703376606208175	0.3695050226404815
12	0.0680207367608768	-0.4387172770514071
13	0.0680207367608768	0.4387172770514071
14	0.0653141964535274	-0.5054165991994061
15	0.0653141964535274	0.5054165991994061
16	0.0622335425809663	-0.5692209416102159
17	0.0622335425809663	0.5692209416102159
18	0.0587964209498719	-0.6297648390721963
19	0.0587964209498719	0.6297648390721963
20	0.0550225192425787	-0.6867015020349513
21	0.0550225192425787	0.6867015020349513
22	0.0509334542946175	-0.7397048030699261
23	0.0509334542946175	0.7397048030699261
24	0.0465526483690143	-0.7884711450474093
25	0.0465526483690143	0.7884711450474093
26	0.0419051951959097	-0.8327212004013613
27	0.0419051951959097	0.8327212004013613
28	0.0370177167035080	-0.8722015116924414
29	0.0370177167035080	0.8722015116924414
30	0.0319182117316993	-0.9066859447581012
31	0.0319182117316993	0.9066859447581012
32	0.0266358992071104	-0.9359769874978539
33	0.0266358992071104	0.9359769874978539
34	0.0212010633687796	-0.9599068917303463
35	0.0212010633687796	0.9599068917303463
36	0.0156449384078186	-0.9783386735610834
37	0.0156449384078186	0.9783386735610834
38	0.0099999387739059	-0.9911671096990163
39	0.0099999387739059	0.9911671096990163
40	0.0043061403581649	-0.9983215885747715
41	0.0043061403581649	0.9983215885747715
n = 42
1	0.0738642342321729	-0.0369489431653518
2	0.0738642342321729	0.0369489431653518
3	0.0734608134534675	-0.1106450272085199
4	0.0734608134534675	0.1106450272085199
5	0.0726561752438041	-0.1837368065648546
6	0.0726561752438041	0.1837368065648546
7	0.0714547142651710	-0.2558250793428791
8	0.0714547142651710	0.2558250793428791
9	0.0698629924925942	-0.3265161244654115
10	0.0698629924925942	0.3265161244654115
11	0.0678897033765219	-0.3954238520429750
12	0.0678897033765219	0.3954238520429750
13	0.0655456243649090	-0.4621719120704219
14	0.0655456243649090	0.4621719120704219
15	0.0628435580450026	-0.5263957499311923
16	0.0628435580450026	0.5263957499311923
17	0.0597982622275867	-0.5877445974851093
18	0.0597982622275867	0.5877445974851093
19	0.0564263693580184	-0.6458833888692478
20	0.0564263693580184	0.6458833888692478
21	0.0527462956991741	-0.7004945905561712
22	0.0527462956991741	0.7004945905561712
23	0.0487781407928032	-0.7512799356894805
24	0.0487781407928032	0.7512799356894805
25	0.0445435777719659	-0.7979620532554874
26	0.0445435777719659	0.7979620532554874
27	0.0400657351806923	-0.8402859832618169
28	0.0400657351806923	0.8402859832618169
29	0.0353690710975921	-0.8780205698121727
30	0.0353690710975921	0.8780205698121727
31	0.0304792406996035	-0.9109597249041275
32	0.0304792406996035	0.9109597249041275
33	0.0254229595261130	-0.9389235573549882
34	0.0254229595261130	0.9389235573549882
35	0.0202278695690526	-0.9617593653382045
36	0.0202278695690526	0.9617593653382045
37	0.0149224436973575	-0.9793425080637482
38	0.0149224436973575	0.9793425080637482
39	0.0095362203017485	-0.9915772883408609
40	0.0095362203017485	0.9915772883408609
41	0.0041059986046491	-0.9983996189900625
42	0.0041059986046491	0.9983996189900625
n = 43
1	0.0722157516937990	0.0000000000000000
2	0.0720275019714220	-0.0721529908745862
3	0.0720275019714220	0.0721529908745862
4	0.0714637342525141	-0.1439298095107133
5	0.0714637342525141	0.1439298095107133
6	0.0705273877650850	-0.2149562448605182
7	0.0705273877650850	0.2149562448605182
8	0.0692233441936567	-0.2848619980329136
9	0.0692233441936567	0.2848619980329136
10	0.0675584022293652	-0.3532826128643038
11	0.0675584022293652	0.3532826128643038
12	0.0655412421263228	-0.4198613760292693
13	0.0655412421263228	0.4198613760292693
14	0.0631823804493961	-0.4842511767857347
15	0.0631823804493961	0.4842511767857347
16	0.0604941152499913	-0.5461163166600848
17	0.0604941152499913	0.5461163166600848
18	0.0574904619569105	-0.6051342596396010
19	0.0574904619569105	0.6051342596396010
20	0.0541870803188818	-0.6609973137514982
21	0.0541870803188818	0.6609973137514982
22	0.0506011927843902	-0.7134142352689571
23	0.0506011927843902	0.7134142352689571
24	0.0467514947543466	-0.7621117471949551
25	0.0467514947543466	0.7621117471949551
26	0.0426580571979821	-0.8068359641369386
27	0.0426580571979821	0.8068359641369386
28	0.0383422221941327	-0.8473537162093151
29	0.0383422221941327	0.8473537162093151
30	0.0338264920868603	-0.8834537652186168
31	0.0338264920868603	0.8834537652186168
32	0.0291344132614985	-0.9149479072061387
33	0.0291344132614985	0.9149479072061387
34	0.0242904566138388	-0.9416719568476378
35	0.0242904566138388	0.9416719568476378
36	0.0193199014236839	-0.9634866130140800
37	0.0193199014236839	0.9634866130140800
38	0.0142487564315765	-0.9802782209802553
39	0.0142487564315765	0.9802782209802553
40	0.0091039966374014	-0.9919595575932442
41	0.0091039966374014	0.9919595575932442
42	0.0039194902538441	-0.9984723322425078
43	0.0039194902538441	0.9984723322425078
n = 44
1	0.0705491577893541	-0.0352892369641354
2	0.0705491577893541	0.0352892369641354
3	0.0701976854735582	-0.1056919017086533
4	0.0701976854735582	0.1056919017086533
5	0.0694964918615726	-0.1755680147755168
6	0.0694964918615726	0.1755680147755168
7	0.0684490702693667	-0.2445694569282013
8	0.0684490702693667	0.2445694569282013
9	0.0670606389062937	-0.3123524665027858
10	0.0670606389062937	0.3123524665027858
11	0.0653381148791814	-0.3785793520147072
12	0.0653381148791814	0.3785793520147072
13	0.0632900797332039	-0.4429201745254115
14	0.0632900797332039	0.4429201745254115
15	0.0609267367015620	-0.5050543913882023
16	0.0609267367015620	0.5050543913882023
17	0.0582598598775955	-0.5646724531854708
18	0.0582598598775955	0.5646724531854708
19	0.0553027355637281	-0.6214773459035758
20	0.0553027355637281	0.6214773459035758
21	0.0520700960917045	-0.6751860706661224
22	0.0520700960917045	0.6751860706661224
23	0.0485780464483520	-0.7255310536607170
24	0.0485780464483520	0.7255310536607170
25	0.0448439840819700	-0.7722614792487559
26	0.0448439840819700	0.7722614792487559
27	0.0408865123103462	-0.8151445396451350
28	0.0408865123103462	0.8151445396451350
29	0.0367253478138089	-0.8539665950047104
30	0.0367253478138089	0.8539665950047104
31	0.0323812228120698	-0.8885342382860432
32	0.0323812228120698	0.8885342382860432
33	0.0278757828212810	-0.9186752599841758
34	0.0278757828212810	0.9186752599841758
35	0.0232314819020192	-0.9442395091181941
36	0.0232314819020192	0.9442395091181941
37	0.0184714817368147	-0.9650996504224931
38	0.0184714817368147	0.9650996504224931
39	0.0136195867555800	-0.9811518330779140
40	0.0136195867555800	0.9811518330779140
41	0.0087004813675248	-0.9923163921385159
42	0.0087004813675248	0.9923163921385159
43	0.0037454048031128	-0.9985402006367742
44	0.0037454048031128	0.9985402006367742
n = 45
1	0.0690418248292320	0.0000000000000000
2	0.0688773169776613	-0.0689869801631442
3	0.0688773169776613	0.0689869801631442
4	0.0683845773786697	-0.1376452059832530
5	0.0683845773786697	0.1376452059832530
6	0.0675659541636075	-0.2056474897832637
7	0.0675659541636075	0.2056474897832637
8	0.0664253484498425	-0.2726697697523776
9	0.0664253484498425	0.2726697697523776
10	0.0649681957507234	-0.3383926542506022
11	0.0649681957507234	0.3383926542506022
12	0.0632014400738199	-0.4025029438585419
13	0.0632014400738199	0.4025029438585419
14	0.0611335008310665	-0.4646951239196351
15	0.0611335008310665	0.4646951239196351
16	0.0587742327188417	-0.5246728204629161
17	0.0587742327188417	0.5246728204629161
18	0.0561348787597865	-0.5821502125693532
19	0.0561348787597865	0.5821502125693532
20	0.0532280167312690	-0.6368533944532233
21	0.0532280167312690	0.6368533944532233
22	0.0500674992379520	-0.6885216807712006
23	0.0500674992379520	0.6885216807712006
24	0.0466683877183734	-0.7369088489454904
25	0.0466683877183734	0.7369088489454904
26	0.0430468807091650	-0.7817843125939062
27	0.0430468807091650	0.7817843125939062
28	0.0392202367293025	-0.8229342205020863
29	0.0392202367293025	0.8229342205020863
30	0.0352066922016090	-0.8601624759606642
31	0.0352066922016090	0.8601624759606642
32	0.0310253749345155	-0.8932916717532418
33	0.0310253749345155	0.8932916717532418
34	0.0266962139675777	-0.9221639367190004
35	0.0266962139675777	0.9221639367190004
36	0.0222398475505787	-0.9466416909956291
37	0.0222398475505787	0.9466416909956291
38	0.0176775352579376	-0.9666083103968947
39	0.0176775352579376	0.9666083103968947
40	0.0130311049915828	-0.9819687150345405
41	0.0130311049915828	0.9819687150345405
42	0.0083231892962182	-0.9926499984472037
43	0.0083231892962182	0.9926499984472037
44	0.0035826631552836	-0.9986036451819367
45	0.0035826631552836	0.9986036451819367
n = 46
1	0.0675186858490365	-0.0337721900160520
2	0.0675186858490365	0.0337721900160520
3	0.0672106136006782	-0.1011624753055842
4	0.0672106136006782	0.1011624753055842
5	0.0665958747684549	-0.1680911794671035
6	0.0665958747684549	0.1680911794671035
7	0.0656772742677812	-0.2342529222062698
8	0.0656772742677812	0.2342529222062698
9	0.0644590034671391	-0.2993458227018700
10	0.0644590034671391	0.2993458227018700
11	0.0629466210643945	-0.3630728770209957
12	0.0629466210643945	0.3630728770209957
13	0.0611470277246505	-0.4251433132828284
14	0.0611470277246505	0.4251433132828284
15	0.0590684345955463	-0.4852739183881646
16	0.0590684345955463	0.4852739183881646
17	0.0567203258439912	-0.5431903302618026
18	0.0567203258439912	0.5431903302618026
19	0.0541134153858568	-0.5986282897127152
20	0.0541134153858568	0.5986282897127152
21	0.0512595980071430	-0.6513348462019977
22	0.0512595980071430	0.6513348462019977
23	0.0481718951017122	-0.7010695120204057
24	0.0481718951017122	0.7010695120204057
25	0.0448643952773181	-0.7476053596156661
26	0.0448643952773181	0.7476053596156661
27	0.0413521901096787	-0.7907300570752742
28	0.0413521901096787	0.7907300570752742
29	0.0376513053573861	-0.8302468370660661
30	0.0376513053573861	0.8302468370660661
31	0.0337786279991069	-0.8659753948668580
32	0.0337786279991069	0.8659753948668580
33	0.0297518295522028	-0.8977527115339420
34	0.0297518295522028	0.8977527115339420
35	0.0255892863971300	-0.9254337988067539
36	0.0255892863971300	0.9254337988067539
37	0.0213099987541365	-0.9488923634460898
38	0.0213099987541365	0.9488923634460898
39	0.0169335140078362	-0.9680213918539919
40	0.0169335140078362	0.9680213918539919
41	0.0124798837709887	-0.9827336698041669
42	0.0124798837709887	0.9827336698041669
43	0.0079698982297246	-0.9929623489061744
44	0.0079698982297246	0.9929623489061744
45	0.0034303008681070	-0.9986630421338180
46	0.0034303008681070	0.9986630421338180
n = 47
1	0.0661351296236555	0.0000000000000000
2	0.0659905335888105	-0.0660869239163557
3	0.0659905335888105	0.0660869239163557
4	0.0655573777665497	-0.1318848665545149
5	0.0655573777665497	0.1318848665545149
6	0.0648375562389457	-0.1971061102791118
7	0.0648375562389457	0.1971061102791118
8	0.0638342166057170	-0.2614654592149745
9	0.0638342166057170	0.2614654592149745
10	0.0625517462209217	-0.3246814863377359
11	0.0625517462209217	0.3246814863377359
12	0.0609957530087396	-0.3864777640846672
13	0.0609957530087396	0.3864777640846672
14	0.0591730409423389	-0.4465840731048557
15	0.0591730409423389	0.4465840731048557
16	0.0570915802932315	-0.5047375838635779
17	0.0570915802932315	0.5047375838635779
18	0.0547604727815302	-0.5606840059346642
19	0.0547604727815302	0.5606840059346642
20	0.0521899117800571	-0.6141786999563736
21	0.0521899117800571	0.6141786999563736
22	0.0493911377473612	-0.6649877473903327
23	0.0493911377473612	0.6649877473903327
24	0.0463763890865059	-0.7128889734090643
25	0.0463763890865059	0.7128889734090643
26	0.0431588486484795	-0.7576729184454386
27	0.0431588486484795	0.7576729184454386
28	0.0397525861225310	-0.7991437541677420
29	0.0397525861225310	0.7991437541677420
30	0.0361724965841749	-0.8371201398999021
31	0.0361724965841749	0.8371201398999021
32	0.0324342355151848	-0.8714360157968963
33	0.0324342355151848	0.8714360157968963
34	0.0285541507006434	-0.9019413294385253
35	0.0285541507006434	0.9019413294385253
36	0.0245492116596588	-0.9285026930123607
37	0.0245492116596588	0.9285026930123607
38	0.0204369381476684	-0.9510039692577085
39	0.0204369381476684	0.9510039692577085
40	0.0162353331464331	-0.9693467873265645
41	0.0162353331464331	0.9693467873265645
42	0.0119628484643123	-0.9834510030716237
43	0.0119628484643123	0.9834510030716237
44	0.0076386162958488	-0.9932552109877686
45	0.0076386162958488	0.9932552109877686
46	0.0032874538425280	-0.9987187285842121
47	0.0032874538425280	0.9987187285842121
n = 48
1	0.0647376968126839	-0.0323801709628694
2	0.0647376968126839	0.0323801709628694
3	0.0644661644359501	-0.0970046992094627
4	0.0644661644359501	0.0970046992094627
5	0.0639242385846482	-0.1612223560688917
6	0.0639242385846482	0.1612223560688917
7	0.0631141922862540	-0.2247637903946891
8	0.0631141922862540	0.2247637903946891
9	0.0620394231598927	-0.2873624873554556
10	0.0620394231598927	0.2873624873554556
11	0.0607044391658939	-0.3487558862921608
12	0.0607044391658939	0.3487558862921608
13	0.0591148396983956	-0.4086864819907167
14	0.0591148396983956	0.4086864819907167
15	0.0572772921004032	-0.4669029047509584
16	0.0572772921004032	0.4669029047509584
17	0.0551995036999842	-0.5231609747222330
18	0.0551995036999842	0.5231609747222330
19	0.0528901894851937	-0.5772247260839727
20	0.0528901894851937	0.5772247260839727
21	0.0503590355538545	-0.6288673967765136
22	0.0503590355538545	0.6288673967765136
23	0.0476166584924905	-0.6778723796326639
24	0.0476166584924905	0.6778723796326639
25	0.0446745608566943	-0.7240341309238146
26	0.0446745608566943	0.7240341309238146
27	0.0415450829434647	-0.7671590325157404
28	0.0415450829434647	0.7671590325157404
29	0.0382413510658307	-0.8070662040294426
30	0.0382413510658307	0.8070662040294426
31	0.0347772225647704	-0.8435882616243935
32	0.0347772225647704	0.8435882616243935
33	0.0311672278327981	-0.8765720202742479
34	0.0311672278327981	0.8765720202742479
35	0.0274265097083569	-0.9058791367155696
36	0.0274265097083569	0.9058791367155696
37	0.0235707608393244	-0.9313866907065543
38	0.0235707608393244	0.9313866907065543
39	0.0196161604573555	-0.9529877031604309
40	0.0196161604573555	0.9529877031604309
41	0.0155793157229438	-0.9705915925462473
42	0.0155793157229438	0.9705915925462473
43	0.0114772345792345	-0.9841245837228269
44	0.0114772345792345	0.9841245837228269
45	0.0073275539012763	-0.9935301722663508
46	0.0073275539012763	0.9935301722663508
47	0.0031533460523058	-0.9987710072524261
48	0.0031533460523058	0.9987710072524261
n = 49
1	0.0634632814047906	0.0000000000000000
2	0.0633355092964917	-0.0634206849826868
3	0.0633355092964917	0.0634206849826868
4	0.0629527074651957	-0.1265859972696720
5	0.0629527074651957	0.1265859972696720
6	0.0623164173200573	-0.1892415924618136
7	0.0623164173200573	0.1892415924618136
8	0.0614292009791929	-0.2511351786125773
9	0.0614292009791929	0.2511351786125773
10	0.0602946309531520	-0.3120175321197488
11	0.0602946309531520	0.3120175321197488
12	0.0589172757600273	-0.3716435012622849
13	0.0589172757600273	0.3716435012622849
14	0.0573026815301875	-0.4297729933415765
15	0.0573026815301875	0.4297729933415765
16	0.0554573496748036	-0.4861719414524920
17	0.0554573496748036	0.4861719414524920
18	0.0533887107082590	-0.5406132469917261
19	0.0533887107082590	0.5406132469917261
20	0.0511050943301446	-0.5928776941089007
21	0.0511050943301446	0.5928776941089007
22	0.0486156958878282	-0.6427548324192377
23	0.0486156958878282	0.6427548324192377
24	0.0459305393555959	-0.6900438244251321
25	0.0459305393555959	0.6900438244251321
26	0.0430604369812596	-0.7345542542374027
27	0.0430604369812596	0.7345542542374027
28	0.0400169457663730	-0.7761068943454467
29	0.0400169457663730	0.7761068943454467
30	0.0368123209630007	-0.8145344273598555
31	0.0368123209630007	0.8145344273598555
32	0.0334594667916222	-0.8496821198441658
33	0.0334594667916222	0.8496821198441658
34	0.0299718846205838	-0.8814084455730089
35	0.0299718846205838	0.8814084455730089
36	0.0263636189270660	-0.9095856558280733
37	0.0263636189270660	0.9095856558280733
38	0.0226492015874467	-0.9341002947558101
39	0.0226492015874467	0.9341002947558101
40	0.0188435958530895	-0.9548536586741372
41	0.0188435958530895	0.9548536586741372
42	0.0149621449356247	-0.9717622009015554
43	0.0149621449356247	0.9717622009015554
44	0.0110205510315936	-0.9847578959142130
45	0.0110205510315936	0.9847578959142130
46	0.0070350995900865	-0.9937886619441678
47	0.0070350995900865	0.9937886619441678
48	0.0030272789889229	-0.9988201506066354
49	0.0030272789889229	0.9988201506066354
n = 50
1	0.0621766166553473	-0.0310983383271889
2	0.0621766166553473	0.0310983383271889
3	0.0619360674206832	-0.0931747015600861
4	0.0619360674206832	0.0931747015600861
5	0.0614558995903167	-0.1548905899981459
6	0.0614558995903167	0.1548905899981459
7	0.0607379708417702	-0.2160072368760418
8	0.0607379708417702	0.2160072368760418
9	0.0597850587042655	-0.2762881937795320
10	0.0597850587042655	0.2762881937795320
11	0.0586008498132224	-0.3355002454194373
12	0.0586008498132224	0.3355002454194373
13	0.0571899256477284	-0.3934143118975651
14	0.0571899256477284	0.3934143118975651
15	0.0555577448062125	-0.4498063349740388
16	0.0555577448062125	0.4498063349740388
17	0.0537106218889962	-0.5044581449074642
18	0.0537106218889962	0.5044581449074642
19	0.0516557030695811	-0.5571583045146501
20	0.0516557030695811	0.5571583045146501
21	0.0494009384494663	-0.6077029271849502
22	0.0494009384494663	0.6077029271849502
23	0.0469550513039484	-0.6558964656854394
24	0.0469550513039484	0.6558964656854394
25	0.0443275043388033	-0.7015524687068222
26	0.0443275043388033	0.7015524687068222
27	0.0415284630901477	-0.7444943022260685
28	0.0415284630901477	0.7444943022260685
29	0.0385687566125877	-0.7845558329003993
30	0.0385687566125877	0.7845558329003993
31	0.0354598356151462	-0.8215820708593360
32	0.0354598356151462	0.8215820708593360
33	0.0322137282235780	-0.8554297694299461
34	0.0322137282235780	0.8554297694299461
35	0.0288429935805352	-0.8859679795236131
36	0.0288429935805352	0.8859679795236131
37	0.0253606735700124	-0.9130785566557919
38	0.0253606735700124	0.9130785566557919
39	0.0217802431701248	-0.9366566189448780
40	0.0217802431701248	0.9366566189448780
41	0.0181155607134894	-0.9566109552428079
42	0.0181155607134894	0.9566109552428079
43	0.0143808227614856	-0.9728643851066920
44	0.0143808227614856	0.9728643851066920
45	0.0105905483836510	-0.9853540840480058
46	0.0105905483836510	0.9853540840480058
47	0.0067597991957454	-0.9940319694320907
48	0.0067597991957454	0.9940319694320907
49	0.0029086225531551	-0.9988664044200710
50	0.0029086225531551	0.9988664044200710
n = 51
1	0.0609989248412059	0.0000000000000000
2	0.0608854648448563	-0.0609611001505787
3	0.0608854648448563	0.0609611001505787
4	0.0605455069347378	-0.1216954210188888
5	0.0605455069347378	0.1216954210188888
6	0.0599803157775033	-0.1819770269570775
7	0.0599803157775033	0.1819770269570775
8	0.0591919939229615	-0.2415816664477987
9	0.0591919939229615	0.2415816664477987
10	0.0581834739825921	-0.3002876063353319
11	0.0581834739825921	0.3002876063353319
12	0.0569585077202587	-0.3578764566884095
13	0.0569585077202587	0.3578764566884095
14	0.0555216520957387	-0.4141339832263039
15	0.0555216520957387	0.4141339832263039
16	0.0538782523130456	-0.4688509042860410
17	0.0538782523130456	0.4688509042860410
18	0.0520344219366971	-0.5218236693661858
19	0.0520344219366971	0.5218236693661858
20	0.0499970201500574	-0.5728552163513039
21	0.0499970201500574	0.5728552163513039
22	0.0477736262406231	-0.6217557046007233
23	0.0477736262406231	0.6217557046007233
24	0.0453725114076501	-0.6683432211753700
25	0.0453725114076501	0.6683432211753700
26	0.0428026079978801	-0.7124444575770367
27	0.0428026079978801	0.7124444575770367
28	0.0400734762854965	-0.7538953544853755
29	0.0400734762854965	0.7538953544853755
30	0.0371952689232603	-0.7925417120993812
31	0.0371952689232603	0.7925417120993812
32	0.0341786932041883	-0.8282397638230649
33	0.0341786932041883	0.8282397638230649
34	0.0310349712901600	-0.8608567111822923
35	0.0310349712901600	0.8608567111822923
36	0.0277757985941625	-0.8902712180295274
37	0.0277757985941625	0.8902712180295274
38	0.0244133005737814	-0.9163738623097802
39	0.0244133005737814	0.9163738623097802
40	0.0209599884017032	-0.9390675440029623
41	0.0209599884017032	0.9390675440029623
42	0.0174287147234011	-0.9582678486139082
43	0.0174287147234011	0.9582678486139082
44	0.0138326340064778	-0.9739033680193239
45	0.0138326340064778	0.9739033680193239
46	0.0101851912978217	-0.9859159917359029
47	0.0101851912978217	0.9859159917359029
48	0.0065003377832526	-0.9942612604367526
49	0.0065003377832526	0.9942612604367526
50	0.0027968071710899	-0.9989099908489035
51	0.0027968071710899	0.9989099908489035
n = 52
1	0.0598103657452919	-0.0299141097973388
2	0.0598103657452919	0.0299141097973388
3	0.0595962601712482	-0.0896352446489006
4	0.0595962601712482	0.0896352446489006
5	0.0591688154660430	-0.1490355086069492
6	0.0591688154660430	0.1490355086069492
7	0.0585295617718139	-0.2079022641563661
8	0.0585295617718139	0.2079022641563661
9	0.0576807874525268	-0.2660247836050018
10	0.0576807874525268	0.2660247836050018
11	0.0566255309023686	-0.3231950034348078
12	0.0566255309023686	0.3231950034348078
13	0.0553675696693027	-0.3792082691160937
14	0.0553675696693027	0.3792082691160937
15	0.0539114069327573	-0.4338640677187617
16	0.0539114069327573	0.4338640677187617
17	0.0522622553839070	-0.4869667456980961
18	0.0522622553839070	0.4869667456980961
19	0.0504260185663424	-0.5383262092858274
20	0.0504260185663424	0.5383262092858274
21	0.0484092697440749	-0.5877586049795791
22	0.0484092697440749	0.5877586049795791
